formula_length,formula_file,formula_index,repetition,ldba_seconds,boolean_generation_seconds
4,conf/formulas/warehouse/reach-4.yaml,1,12,0.3895390359975863,0.00169784901663661
4,conf/formulas/warehouse/reach-4.yaml,1,13,0.373586558009265,0.0018016499816440046
4,conf/formulas/warehouse/reach-4.yaml,1,14,0.33457535499474034,0.0017157759866677225
4,conf/formulas/warehouse/reach-4.yaml,1,15,0.3313058710191399,0.0017895619967021048
4,conf/formulas/warehouse/reach-4.yaml,1,16,0.3668034120055381,0.0017125470039900392
4,conf/formulas/warehouse/reach-4.yaml,1,17,0.3608231590187643,0.0019053090072702616
4,conf/formulas/warehouse/reach-4.yaml,1,18,0.36527619502157904,0.0019260550034232438
4,conf/formulas/warehouse/reach-4.yaml,1,19,0.41092752999975346,0.002409903012448922
4,conf/formulas/warehouse/reach-4.yaml,1,20,0.3841122630110476,0.001853762980317697
4,conf/formulas/warehouse/reach-4.yaml,1,21,0.3620088500028942,0.0027783380064647645
4,conf/formulas/warehouse/reach-4.yaml,1,22,0.3790363509906456,0.0019387979991734028
4,conf/formulas/warehouse/reach-4.yaml,1,23,0.396908215014264,0.0017228570068255067
4,conf/formulas/warehouse/reach-4.yaml,1,24,0.3624925100011751,0.0027766950079239905
4,conf/formulas/warehouse/reach-4.yaml,1,25,0.3140973169938661,0.0016981920052785426
4,conf/formulas/warehouse/reach-4.yaml,1,26,0.3875168949889485,0.003272647998528555
4,conf/formulas/warehouse/reach-4.yaml,1,27,0.3613427020027302,0.002940254023997113
4,conf/formulas/warehouse/reach-4.yaml,1,28,0.351037273008842,0.0024050259962677956
4,conf/formulas/warehouse/reach-4.yaml,1,29,0.3664911050000228,0.0016978629864752293
4,conf/formulas/warehouse/reach-4.yaml,1,30,0.36688066698843613,0.004078593017766252
4,conf/formulas/warehouse/reach-4.yaml,1,31,0.3385685499815736,0.0016676739905960858
4,conf/formulas/warehouse/reach-4.yaml,1,32,0.3654537579859607,0.0017426340200472623
4,conf/formulas/warehouse/reach-4.yaml,2,0,0.3450142390211113,0.00544580101268366
4,conf/formulas/warehouse/reach-4.yaml,2,1,0.3786862650013063,0.003355852997628972
4,conf/formulas/warehouse/reach-4.yaml,2,2,0.3696443279914092,0.0016506620158907026
4,conf/formulas/warehouse/reach-4.yaml,2,3,0.3648326960101258,0.0033620720205362886
4,conf/formulas/warehouse/reach-4.yaml,2,4,0.37034686899278313,0.001827472005970776
4,conf/formulas/warehouse/reach-4.yaml,2,5,0.3728517360286787,0.0016469519759994
4,conf/formulas/warehouse/reach-4.yaml,2,6,0.3449433129862882,0.0025983740051742643
4,conf/formulas/warehouse/reach-4.yaml,2,7,0.38268011901527643,0.001654267980484292
4,conf/formulas/warehouse/reach-4.yaml,2,8,0.37656648000120185,0.0020465110137593
4,conf/formulas/warehouse/reach-4.yaml,2,9,0.37018964998424053,0.0017033969925250858
4,conf/formulas/warehouse/reach-4.yaml,2,10,0.3870666250004433,0.0018797670200001448
4,conf/formulas/warehouse/reach-4.yaml,2,11,0.3664078190049622,0.0026063889963552356
4,conf/formulas/warehouse/reach-4.yaml,2,12,0.3849579349916894,0.0016657039814163
4,conf/formulas/warehouse/reach-4.yaml,2,13,0.37726723100058734,0.0021265510004013777
4,conf/formulas/warehouse/reach-4.yaml,2,14,0.40154639998218045,0.001932806015247479
4,conf/formulas/warehouse/reach-4.yaml,2,15,0.4372002220188733,0.002170530002331361
4,conf/formulas/warehouse/reach-4.yaml,2,16,0.3656711700023152,0.001715192018309608
4,conf/formulas/warehouse/reach-4.yaml,2,17,0.3787595590110868,0.003270541987149045
4,conf/formulas/warehouse/reach-4.yaml,2,18,0.3591703379934188,0.0017094860086217523
4,conf/formulas/warehouse/reach-4.yaml,2,19,0.35667459398973733,0.002856403007172048
4,conf/formulas/warehouse/reach-4.yaml,2,20,0.389863891992718,0.0023773289867676795
4,conf/formulas/warehouse/reach-4.yaml,2,21,0.4268089899851475,0.0019508980039972812
4,conf/formulas/warehouse/reach-4.yaml,2,22,0.34522658900823444,0.002618903003167361
4,conf/formulas/warehouse/reach-4.yaml,2,23,0.40986396599328145,0.002537476975703612
4,conf/formulas/warehouse/reach-4.yaml,2,24,0.3653658160183113,0.0018952729878947139
4,conf/formulas/warehouse/reach-4.yaml,2,25,0.3771905900212005,0.001686701987637207
4,conf/formulas/warehouse/reach-4.yaml,2,26,0.36484682199079543,0.001703600020846352
4,conf/formulas/warehouse/reach-4.yaml,2,27,0.3261162400012836,0.002013051009271294
4,conf/formulas/warehouse/reach-4.yaml,2,28,0.3788477689959109,0.002746565005509183
4,conf/formulas/warehouse/reach-4.yaml,2,29,0.36193319901940413,0.001954595005372539
4,conf/formulas/warehouse/reach-4.yaml,2,30,0.33585295800003223,0.001718835992505774
4,conf/formulas/warehouse/reach-4.yaml,2,31,0.392727978003677,0.003117321990430355
4,conf/formulas/warehouse/reach-4.yaml,2,32,0.38184520101640373,0.0025107119872700423
8,conf/formulas/warehouse/reach-8.yaml,0,0,0.454156399006024,0.10356503399088979
8,conf/formulas/warehouse/reach-8.yaml,0,1,0.4145848530170042,0.003856149996863678
8,conf/formulas/warehouse/reach-8.yaml,0,2,0.4341704410035163,0.005373816995415837
8,conf/formulas/warehouse/reach-8.yaml,0,3,0.45384806097717956,0.006896387989399955
8,conf/formulas/warehouse/reach-8.yaml,0,4,0.3933328239945695,0.005276541982311755
8,conf/formulas/warehouse/reach-8.yaml,0,5,0.38373471397790127,0.004500564013142139
8,conf/formulas/warehouse/reach-8.yaml,0,6,0.3716367309971247,0.0037795200187247247
8,conf/formulas/warehouse/reach-8.yaml,0,7,0.4102412189822644,0.006997818010859191
8,conf/formulas/warehouse/reach-8.yaml,0,8,0.4164258509990759,0.0036149650113657117
8,conf/formulas/warehouse/reach-8.yaml,0,9,0.4520191519986838,0.006531928986078128
8,conf/formulas/warehouse/reach-8.yaml,0,10,0.43565762002253905,0.004533665982307866
8,conf/formulas/warehouse/reach-8.yaml,0,11,0.40621096300310455,0.0054076619853731245
8,conf/formulas/warehouse/reach-8.yaml,0,12,0.39588653499959037,0.0036405619757715613
8,conf/formulas/warehouse/reach-8.yaml,0,13,0.47355897500528954,0.004992785979993641
8,conf/formulas/warehouse/reach-8.yaml,0,14,0.3953980189980939,0.0062862010090611875
8,conf/formulas/warehouse/reach-8.yaml,0,15,0.405566370987799,0.0038814430008642375
8,conf/formulas/warehouse/reach-8.yaml,0,16,0.391417752020061,0.0036820890090893954
8,conf/formulas/warehouse/reach-8.yaml,0,17,0.3465430249925703,0.0063530429906677455
8,conf/formulas/warehouse/reach-8.yaml,0,18,0.4042405690124724,0.0038264890026766807
8,conf/formulas/warehouse/reach-8.yaml,0,19,0.36818711200612597,0.00489242302137427
8,conf/formulas/warehouse/reach-8.yaml,0,20,0.4141038119851146,0.007421243004500866
8,conf/formulas/warehouse/reach-8.yaml,0,21,0.3927714500168804,0.003554502996848896
8,conf/formulas/warehouse/reach-8.yaml,0,22,0.48709654598496854,0.005333688983228058
8,conf/formulas/warehouse/reach-8.yaml,0,23,0.45329188101459295,0.0035335180000402033
8,conf/formulas/warehouse/reach-8.yaml,0,24,0.43811002900474705,0.006699740013573319
8,conf/formulas/warehouse/reach-8.yaml,0,25,0.42074444697936997,0.005671577004250139
8,conf/formulas/warehouse/reach-8.yaml,0,26,0.4254989299806766,0.005678681016433984
8,conf/formulas/warehouse/reach-8.yaml,0,27,0.37838721700245515,0.004489476996241137
8,conf/formulas/warehouse/reach-8.yaml,0,28,0.38988382200477645,0.0036847100127488375
8,conf/formulas/warehouse/reach-8.yaml,0,29,0.3833631739835255,0.004866162984399125
8,conf/formulas/warehouse/reach-8.yaml,0,30,0.3954689910169691,0.006122063001384959
8,conf/formulas/warehouse/reach-8.yaml,0,31,0.40921743400394917,0.004805320000741631
8,conf/formulas/warehouse/reach-8.yaml,0,32,0.37738972800434567,0.004447492974577472
8,conf/formulas/warehouse/reach-8.yaml,1,0,0.3965942240029108,0.004943192994687706
8,conf/formulas/warehouse/reach-8.yaml,1,1,0.41585985900019296,0.007523976004449651
8,conf/formulas/warehouse/reach-8.yaml,1,2,0.40863630900275894,0.003941798000596464
8,conf/formulas/warehouse/reach-8.yaml,1,3,0.36579206999158487,0.0038174400106072426
8,conf/formulas/warehouse/reach-8.yaml,1,4,0.3749390759912785,0.006630271003814414
8,conf/formulas/warehouse/reach-8.yaml,1,5,0.39570808300049976,0.003973178012529388
8,conf/formulas/warehouse/reach-8.yaml,1,6,0.3813490940083284,0.005590059998212382
8,conf/formulas/warehouse/reach-8.yaml,1,7,0.3874448059941642,0.006435340997995809
8,conf/formulas/warehouse/reach-8.yaml,1,8,0.4058769380208105,0.007341349002672359
8,conf/formulas/warehouse/reach-8.yaml,1,9,0.3914227369823493,0.0038694579852744937
8,conf/formulas/warehouse/reach-8.yaml,1,10,0.36646494999877177,0.0038703539757989347
8,conf/formulas/warehouse/reach-8.yaml,1,11,0.4186779530136846,0.007663409021915868
8,conf/formulas/warehouse/reach-8.yaml,1,12,0.38787834500544704,0.003836346004391089
8,conf/formulas/warehouse/reach-8.yaml,1,13,0.3776079349918291,0.004718753014458343
8,conf/formulas/warehouse/reach-8.yaml,1,14,0.3763137509813532,0.004227610974339768
8,conf/formulas/warehouse/reach-8.yaml,1,15,0.3979475850064773,0.007015052018687129
8,conf/formulas/warehouse/reach-8.yaml,1,16,0.4001202249783091,0.007447647018125281
8,conf/formulas/warehouse/reach-8.yaml,1,17,0.38296888800687157,0.0053864220099058
8,conf/formulas/warehouse/reach-8.yaml,1,18,0.386299573990982,0.00381910297437571
8,conf/formulas/warehouse/reach-8.yaml,1,19,0.3904993240139447,0.003941840986954048
8,conf/formulas/warehouse/reach-8.yaml,1,20,0.38034448798862286,0.007078435010043904
8,conf/formulas/warehouse/reach-8.yaml,1,21,0.38381957399542443,0.005379279027692974
8,conf/formulas/warehouse/reach-8.yaml,1,22,0.4247653390048072,0.0039010479813441634
8,conf/formulas/warehouse/reach-8.yaml,1,23,0.3946605639939662,0.004288839001674205
8,conf/formulas/warehouse/reach-8.yaml,1,24,0.3820143530028872,0.007141987996874377
8,conf/formulas/warehouse/reach-8.yaml,1,25,0.37164574800408445,0.0045373530010692775
8,conf/formulas/warehouse/reach-8.yaml,1,26,0.3958839910046663,0.005910262989345938
8,conf/formulas/warehouse/reach-8.yaml,1,27,0.39443819399457425,0.004642818996217102
8,conf/formulas/warehouse/reach-8.yaml,1,28,0.3862440139928367,0.005901247990550473
8,conf/formulas/warehouse/reach-8.yaml,1,29,0.40531265098252334,0.004751381027745083
8,conf/formulas/warehouse/reach-8.yaml,1,30,0.372286580997752,0.00632363700424321
8,conf/formulas/warehouse/reach-8.yaml,1,31,0.4055288170056883,0.005879011994693428
8,conf/formulas/warehouse/reach-8.yaml,1,32,0.401013538998086,0.00744451698847115
8,conf/formulas/warehouse/reach-8.yaml,2,0,0.3604767460201401,0.003716148989042267
8,conf/formulas/warehouse/reach-8.yaml,2,1,0.35784029299975373,0.0036844970018137246
8,conf/formulas/warehouse/reach-8.yaml,2,2,0.4237888310162816,0.006960625993087888
8,conf/formulas/warehouse/reach-8.yaml,2,3,0.3993562610121444,0.005065349978394806
8,conf/formulas/warehouse/reach-8.yaml,2,4,0.3777046489994973,0.006370172981405631
8,conf/formulas/warehouse/reach-8.yaml,2,5,0.3955462960002478,0.006462135002948344
8,conf/formulas/warehouse/reach-8.yaml,2,6,0.3702209879993461,0.0037415659753605723
8,conf/formulas/warehouse/reach-8.yaml,2,7,0.3755654760170728,0.00702214302145876
8,conf/formulas/warehouse/reach-8.yaml,2,8,0.38413012798991986,0.004755083995405585
8,conf/formulas/warehouse/reach-8.yaml,2,9,0.3643990010023117,0.0038030600117053837
8,conf/formulas/warehouse/reach-8.yaml,2,10,0.3643014930130448,0.003777800011448562
8,conf/formulas/warehouse/reach-8.yaml,2,11,0.3861461389751639,0.007843233994208276
8,conf/formulas/warehouse/reach-8.yaml,2,12,0.391019253002014,0.0037131879944354296
8,conf/formulas/warehouse/reach-8.yaml,2,13,0.4238701830036007,0.006777135014999658
8,conf/formulas/warehouse/reach-8.yaml,2,14,0.3926425859972369,0.00516790701658465
8,conf/formulas/warehouse/reach-8.yaml,2,15,0.39685693601495586,0.007071713014738634
8,conf/formulas/warehouse/reach-8.yaml,2,16,0.44427119800820947,0.007219346007332206
8,conf/formulas/warehouse/reach-8.yaml,2,17,0.3635713469993789,0.0048980000137817115
8,conf/formulas/warehouse/reach-8.yaml,2,18,0.398090578004485,0.003804556996328756
8,conf/formulas/warehouse/reach-8.yaml,2,19,0.40964605400222354,0.007230561022879556
8,conf/formulas/warehouse/reach-8.yaml,2,20,0.4156832169974223,0.003731951001100242
8,conf/formulas/warehouse/reach-8.yaml,2,21,0.40624129900243133,0.004462860990315676
8,conf/formulas/warehouse/reach-8.yaml,2,22,0.4187024109996855,0.007178893982199952
8,conf/formulas/warehouse/reach-8.yaml,2,23,0.43077790399547666,0.00574251901707612
8,conf/formulas/warehouse/reach-8.yaml,2,24,0.40645046599092893,0.006003654998494312
8,conf/formulas/warehouse/reach-8.yaml,2,25,0.3930525349860545,0.004346291010733694
8,conf/formulas/warehouse/reach-8.yaml,2,26,0.3868312429985963,0.005885243008378893
8,conf/formulas/warehouse/reach-8.yaml,2,27,0.40205427299952134,0.005642978008836508
8,conf/formulas/warehouse/reach-8.yaml,2,28,0.3870237209775951,0.004498324007727206
8,conf/formulas/warehouse/reach-8.yaml,2,29,0.38128901401069015,0.003703740978380665
8,conf/formulas/warehouse/reach-8.yaml,2,30,0.3895369919773657,0.007281553000211716
8,conf/formulas/warehouse/reach-8.yaml,2,31,0.44197047100169584,0.006605981994653121
8,conf/formulas/warehouse/reach-8.yaml,2,32,0.3545963960059453,0.0049329749890603125
12,conf/formulas/warehouse/reach-12.yaml,0,0,0.44037492701318115,0.11048572699655779
12,conf/formulas/warehouse/reach-12.yaml,0,1,0.4594905879930593,0.008853620005538687
12,conf/formulas/warehouse/reach-12.yaml,0,2,0.42278674701810814,0.008720054000150412
12,conf/formulas/warehouse/reach-12.yaml,0,3,0.4373995490022935,0.011478956002974883
12,conf/formulas/warehouse/reach-12.yaml,0,4,0.4117082229931839,0.008636815007776022
12,conf/formulas/warehouse/reach-12.yaml,0,5,0.4410181479761377,0.012255884998012334
12,conf/formulas/warehouse/reach-12.yaml,0,6,0.42654495799797587,0.00903795100748539
12,conf/formulas/warehouse/reach-12.yaml,0,7,0.4496863749809563,0.009457731997827068
