env,finite,formula,method,metric,mean,ci_lower,ci_upper
WarehouseEnv,False,F (vase & region_b & (region_b U (!vase & region_b))) & FG region_b,struct_ltl,length,810.7438293457031,647.4899351501466,941.5075570678711
WarehouseEnv,False,FG (crate & region_a),deep_ltl,return,650.8703125,454.5632080078126,838.07890625
WarehouseEnv,False,FG (crate & region_a),deep_ltl,length,788.8344619750976,593.9513021469116,973.7979278564453
WarehouseEnv,False,FG (crate & region_a),genz_ltl,return,10.0193359375,3.5623242187500015,18.219609374999997
WarehouseEnv,False,FG (crate & region_a),genz_ltl,length,176.53141860961915,140.22558433532714,234.60763727188106
WarehouseEnv,False,FG (crate & region_a),struct_ltl,return,682.6212890625,548.655927734375,805.5575927734374
WarehouseEnv,False,FG (crate & region_a),struct_ltl,length,815.0828216552734,678.5707397460938,938.4959440612793
WarehouseEnv,False,FG (vase & region_b) & G!region_a & G!crate,deep_ltl,return,219.2244140625,56.958242187500005,407.6811865234373
WarehouseEnv,False,FG (vase & region_b) & G!region_a & G!crate,deep_ltl,length,580.2405815124512,382.64132723808297,780.7288605690002
WarehouseEnv,False,FG (vase & region_b) & G!region_a & G!crate,genz_ltl,return,13.98203125,4.628471679687501,27.250600585937498
WarehouseEnv,False,FG (vase & region_b) & G!region_a & G!crate,genz_ltl,length,157.13959418402777,142.14272986518012,175.19976874457464
WarehouseEnv,False,FG (vase & region_b) & G!region_a & G!crate,struct_ltl,return,351.4267578125,227.91826171875007,467.02455078124984
WarehouseEnv,False,FG (vase & region_b) & G!region_a & G!crate,struct_ltl,length,596.2700042724609,435.3314534759522,748.1837554931641
WarehouseEnv,False,FG crate & G (vase => F (door & !crate)),deep_ltl,return,575.4341796875,398.2804931640626,749.5647216796874
WarehouseEnv,False,FG crate & G (vase => F (door & !crate)),deep_ltl,length,668.5227203369141,482.7543795776367,850.2863521575927
WarehouseEnv,False,FG crate & G (vase => F (door & !crate)),genz_ltl,return,113.4435546875,11.792607421875008,252.72934570312498
WarehouseEnv,False,FG crate & G (vase => F (door & !crate)),genz_ltl,length,176.27097549438477,73.77309518814087,316.1194716072082
WarehouseEnv,False,FG crate & G (vase => F (door & !crate)),struct_ltl,return,857.8595703125,826.582421875,883.1100634765625
WarehouseEnv,False,FG crate & G (vase => F (door & !crate)),struct_ltl,length,920.212158203125,886.5783206176758,947.370111694336
WarehouseEnv,False,FG region_a,deep_ltl,return,823.488671875,694.8752685546875,904.982578125
WarehouseEnv,False,FG region_a,deep_ltl,length,898.6200500488281,787.0965911865234,970.7195606994629
WarehouseEnv,False,FG region_a,genz_ltl,return,131.8828125,79.7177001953125,204.38672363281248
WarehouseEnv,False,FG region_a,genz_ltl,length,204.408544921875,154.8346920013428,274.4678209686279
WarehouseEnv,False,FG region_a,struct_ltl,return,880.5984375,845.5451806640625,911.4063134765626
WarehouseEnv,False,FG region_a,struct_ltl,length,948.0415344238281,912.2904627990722,979.6075216674805
WarehouseEnv,False,G ((door | region_b) => F region_a) & FG (vase | crate),deep_ltl,return,783.715234375,660.774658203125,889.51666015625
WarehouseEnv,False,G ((door | region_b) => F region_a) & FG (vase | crate),deep_ltl,length,935.134521484375,861.4192285156249,987.2650514221191
WarehouseEnv,False,G ((door | region_b) => F region_a) & FG (vase | crate),genz_ltl,return,212.3826171875,71.88528808593752,384.47009765624995
WarehouseEnv,False,G ((door | region_b) => F region_a) & FG (vase | crate),genz_ltl,length,285.94078369140624,134.00868227005012,472.0842011070251
WarehouseEnv,False,G ((door | region_b) => F region_a) & FG (vase | crate),struct_ltl,return,577.07109375,404.712607421875,747.7163769531248
WarehouseEnv,False,G ((door | region_b) => F region_a) & FG (vase | crate),struct_ltl,length,774.1860610961915,588.1721853256225,924.9779359436035
WarehouseEnv,False,GF (vase & F !vase) & GF (crate & F !crate) & G !region_a,deep_ltl,return,13.8419921875,11.1097119140625,16.993583984375
WarehouseEnv,False,GF (vase & F !vase) & GF (crate & F !crate) & G !region_a,deep_ltl,length,965.7914001464844,951.4614891052246,979.6886460876465
WarehouseEnv,False,GF (vase & F !vase) & GF (crate & F !crate) & G !region_a,genz_ltl,return,13.213671875,8.565791015625,19.2619384765625
WarehouseEnv,False,GF (vase & F !vase) & GF (crate & F !crate) & G !region_a,genz_ltl,length,935.3260620117187,910.7994764709473,958.4603059387207
WarehouseEnv,False,GF (vase & F !vase) & GF (crate & F !crate) & G !region_a,struct_ltl,return,15.9173828125,9.4403759765625,23.467578125
WarehouseEnv,False,GF (vase & F !vase) & GF (crate & F !crate) & G !region_a,struct_ltl,length,844.7649291992187,704.2506773376465,952.265922088623
WarehouseEnv,False,GF (vase & region_a & (region_a U (!vase & region_a))) & GF (crate & region_b & (region_b U (!crate & region_b))),deep_ltl,return,2.0671875,1.3650341796875,2.729306640625
WarehouseEnv,False,GF (vase & region_a & (region_a U (!vase & region_a))) & GF (crate & region_b & (region_b U (!crate & region_b))),deep_ltl,length,992.754931640625,987.7491870117187,997.1926260375976
WarehouseEnv,False,GF (vase & region_a & (region_a U (!vase & region_a))) & GF (crate & region_b & (region_b U (!crate & region_b))),genz_ltl,return,2.3533203125,1.506630859375,3.0418017578125003
WarehouseEnv,False,GF (vase & region_a & (region_a U (!vase & region_a))) & GF (crate & region_b & (region_b U (!crate & region_b))),genz_ltl,length,980.9230685763889,962.5278364393446,993.7917449951171
WarehouseEnv,False,GF (vase & region_a & (region_a U (!vase & region_a))) & GF (crate & region_b & (region_b U (!crate & region_b))),struct_ltl,return,3.9294921875,3.5747998046875,4.315634765625
WarehouseEnv,False,GF (vase & region_a & (region_a U (!vase & region_a))) & GF (crate & region_b & (region_b U (!crate & region_b))),struct_ltl,length,989.7817260742188,985.2761317443848,993.6417147827149
WarehouseEnv,False,GF region_a & GF region_b & GF door,deep_ltl,return,2.516015625,2.3216699218750003,2.709765625
WarehouseEnv,False,GF region_a & GF region_b & GF door,deep_ltl,length,982.7506591796875,959.1208129882813,996.5523561096192
WarehouseEnv,False,GF region_a & GF region_b & GF door,genz_ltl,return,2.4548828125,2.2355322265625,2.6730517578125
WarehouseEnv,False,GF region_a & GF region_b & GF door,genz_ltl,length,989.0597900390625,969.0805480957031,999.7156373596191
WarehouseEnv,False,GF region_a & GF region_b & GF door,struct_ltl,return,2.77890625,2.711328125,2.852353515625
WarehouseEnv,False,GF region_a & GF region_b & GF door,struct_ltl,length,994.5513244628906,985.7555735778809,999.4302307128906
